Order ID,Date,Channel / Type,Customer,Items Summary,Subtotal (PHP),VAT 12% (PHP),Delivery Fee (PHP),Grand Total (PHP),Payment Method,Payment Status,Order Status,Reference No.
ORD-20260916-01617-B9E28,2026-09-16 15:31:12,ONLINE,Pedro Penduko,Seafood Cajun Boil x2; Crispy Seafood Basket x1,4680.00,561.60,100.00,5341.60,COD,PAID,COMPLETED,TXN-COD-87296397
ORD-20260916-04471-AE2CD,2026-09-16 15:36:22,ONLINE,Pedro Penduko,Garlic Butter Prawns x1,1250.00,150.00,75.00,1475.00,HYBRID (Cash + GCash),PAID,COMPLETED,TXN-HYB-26355634
ORD-20260916-04257-1B243,2026-09-16 15:38:42,ON_SITE,Katrina Halili,Seafood Bilao Feast x1,2400.00,288.00,0.00,2688.00,CASH,PAID,COMPLETED,TXN-CAS-66964240
ORD-20260916-04135-A3A20,2026-09-16 15:44:30,ONLINE,Ana Reyes,Grilled Seafood Platter x2; Seafood Bilao Feast x1; Sweet & Chili Crab Bucket x1,8550.00,1026.00,85.00,9661.00,GCASH,PAID,COMPLETED,TXN-GCA-42868976
ORD-20260916-01060-17102,2026-09-16 15:45:58,ON_SITE,Pedro Penduko,Crispy Seafood Basket x1; Sweet & Chili Crab Bucket x1; Seafood Cajun Boil x1,4780.00,573.60,0.00,5353.60,CASH,PAID,COMPLETED,TXN-CAS-58551134
ORD-20260916-04366-F927D,2026-09-16 15:47:56,ONLINE,Clara Dizon,Classic Seafood Paella x1,1650.00,198.00,75.00,1923.00,GCASH,PAID,IN_PROCESS,TXN-GCA-56066618
ORD-20260916-02524-0CC4A,2026-09-16 15:53:06,ONLINE,Mark Bautista,Crispy Seafood Basket x3; Sweet & Chili Crab Bucket x1,4890.00,586.80,60.00,5536.80,GCASH,PAID,COMPLETED,TXN-GCA-74728616
ORD-20260916-03188-A6281,2026-09-16 16:08:05,ONLINE,Pedro Penduko,Sweet & Chili Crab Bucket x1; Seafood Bilao Feast x1,4350.00,522.00,85.00,4957.00,SPLIT (Cash + GCash),PAID,COMPLETED,TXN-SPL-98155010
ORD-20260916-03142-5D6AD,2026-09-16 16:08:15,ONLINE,Lisa Manoban,Seafood Bilao Feast x1; Classic Seafood Paella x1,4050.00,486.00,120.00,4656.00,GCASH,PAID,COMPLETED,TXN-GCA-18225304
ORD-20260916-00967-170E3,2026-09-16 16:09:46,ON_SITE,Ferdinand Marcos,Crispy Seafood Basket x1; Garlic Butter Prawns x2,3480.00,417.60,0.00,3897.60,GCASH,PAID,COMPLETED,TXN-GCA-80415040
ORD-20260916-00380-849EA,2026-09-16 16:12:09,ON_SITE,Alden Richards,Sweet & Chili Crab Bucket x1; Seafood Bilao Feast x1,4350.00,522.00,0.00,4872.00,GCASH,PAID,COMPLETED,TXN-GCA-71830041
ORD-20260916-04939-21D13,2026-09-16 16:20:44,ONLINE,Ana Reyes,Sweet & Chili Crab Bucket x2; Seafood Cajun Boil x1,5750.00,690.00,75.00,6515.00,GCASH,PAID,COMPLETED,TXN-GCA-94443314
ORD-20260916-00755-5E588,2026-09-16 16:24:02,ON_SITE,Daniel Padilla,Classic Seafood Paella x1; Fresh Calamansi Juice Pitcher x1,1930.00,231.60,0.00,2161.60,CASH,PAID,COMPLETED,TXN-CAS-56234074
ORD-20260916-03844-FE881,2026-09-16 16:24:12,ON_SITE,Katrina Halili,Fresh Calamansi Juice Pitcher x1; Grilled Seafood Platter x1; Seafood Bilao Feast x1,4780.00,573.60,0.00,5353.60,GCASH,PAID,COMPLETED,TXN-GCA-56311935
ORD-20260916-01512-D885C,2026-09-16 16:25:58,ONLINE,Pedro Penduko,Seafood Cajun Boil x2; Seafood Bilao Feast x1; Sweet & Chili Crab Bucket x1,8050.00,966.00,85.00,9101.00,GCASH,PAID,COMPLETED,TXN-GCA-44044736
ORD-20260916-02726-CDAA1,2026-09-16 16:28:43,ONLINE,Mark Bautista,Crispy Seafood Basket x1,980.00,117.60,85.00,1182.60,GCASH,PAID,COMPLETED,TXN-GCA-66457020
ORD-20260916-03871-7C367,2026-09-16 16:29:48,ON_SITE,Kathryn Bernardo,Crispy Seafood Basket x1; Seafood Bilao Feast x1; Classic Seafood Paella x1; Grilled Seafood Platter x1,7130.00,855.60,0.00,7985.60,GCASH,PAID,COMPLETED,TXN-GCA-56356589
ORD-20260916-01768-14325,2026-09-16 16:30:13,ONLINE,Clara Dizon,Grilled Seafood Platter x1,2100.00,252.00,100.00,2452.00,GCASH,PAID,COMPLETED,TXN-GCA-15963281
ORD-20260916-04598-D039E,2026-09-16 16:30:30,ONLINE,Clara Dizon,Garlic Butter Prawns x2; Seafood Cajun Boil x2; Grilled Seafood Platter x2; Classic Seafood Paella x1,12050.00,1446.00,120.00,13616.00,CASH,PENDING,IN_PROCESS,N/A
ORD-20260916-03050-DA81D,2026-09-16 16:33:34,ONLINE,Ana Reyes,Sweet & Chili Crab Bucket x1; Seafood Bilao Feast x1,4350.00,522.00,120.00,4992.00,COD,PAID,COMPLETED,TXN-COD-50112057
ORD-20260916-00197-17F94,2026-09-16 16:36:06,ON_SITE,Lisa Manoban,Garlic Butter Prawns x3; Seafood Cajun Boil x1,5600.00,672.00,0.00,6272.00,CASH,PAID,COMPLETED,TXN-CAS-13401593
ORD-20260916-01395-62705,2026-09-16 16:36:25,ON_SITE,Juan Tamad,Classic Seafood Paella x1,1650.00,198.00,0.00,1848.00,GCASH,PAID,COMPLETED,TXN-GCA-59292012
ORD-20260916-03672-91C9F,2026-09-16 16:37:40,ONLINE,Pedro Penduko,Sweet & Chili Crab Bucket x1,1950.00,234.00,50.00,2234.00,GCASH,PAID,COMPLETED,TXN-GCA-61941406
ORD-20260916-03877-EB962,2026-09-16 16:44:45,ONLINE,Clara Dizon,Crispy Seafood Basket x1,980.00,117.60,75.00,1172.60,HYBRID (Cash + GCash),PAID,COMPLETED,TXN-HYB-52331819
ORD-20260916-03331-A9E92,2026-09-16 17:01:53,ONLINE,Mark Bautista,Crispy Seafood Basket x1,980.00,117.60,100.00,1197.60,GCASH,PAID,COMPLETED,TXN-GCA-87228911
ORD-20260916-02355-8FB81,2026-09-16 17:02:19,ONLINE,Lisa Manoban,Garlic Butter Prawns x3; Crispy Seafood Basket x1,4730.00,567.60,60.00,5357.60,SPLIT (Cash + GCash),PAID,COMPLETED,TXN-SPL-21140206
ORD-20260916-00075-85939,2026-09-16 17:08:40,ON_SITE,Clara Dizon,Crispy Seafood Basket x1; Fresh Calamansi Juice Pitcher x1,1260.00,151.20,0.00,1411.20,CASH,PAID,COMPLETED,TXN-CAS-16917266
ORD-20260916-04984-A9E5F,2026-09-16 17:09:54,ONLINE,Lisa Manoban,Classic Seafood Paella x1,1650.00,198.00,75.00,1923.00,GCASH,PAID,COMPLETED,TXN-GCA-92471600
ORD-20260916-00119-FC267,2026-09-16 17:14:13,ONLINE,Juan Tamad,Classic Seafood Paella x1; Fresh Calamansi Juice Pitcher x1; Garlic Butter Prawns x1,3180.00,381.60,75.00,3636.60,GCASH,PAID,COMPLETED,TXN-GCA-22497059
ORD-20260916-02527-60BEC,2026-09-16 17:19:45,ON_SITE,Pedro Penduko,Crispy Seafood Basket x1; Grilled Seafood Platter x1; Seafood Cajun Boil x1,4930.00,591.60,0.00,5521.60,HYBRID (Cash + GCash),PAID,COMPLETED,TXN-HYB-21503908
ORD-20260916-01464-D346F,2026-09-16 17:22:59,ONLINE,Lisa Manoban,Garlic Butter Prawns x1,1250.00,150.00,50.00,1450.00,GCASH,PAID,COMPLETED,TXN-GCA-81800387
ORD-20260916-00530-91F5E,2026-09-16 17:24:44,ON_SITE,Matteo Guidicelli,Fresh Calamansi Juice Pitcher x2; Sweet & Chili Crab Bucket x1,2510.00,301.20,0.00,2811.20,HYBRID (Cash + GCash),PAID,COMPLETED,TXN-HYB-14050855
ORD-20260916-02252-4F53F,2026-09-16 17:27:14,ONLINE,Juan Tamad,Seafood Cajun Boil x1; Crispy Seafood Basket x1,2830.00,339.60,120.00,3289.60,COD,PAID,COMPLETED,TXN-COD-40325411
ORD-20260916-01746-6B5AB,2026-09-16 17:29:09,ONLINE,Lisa Manoban,Sweet & Chili Crab Bucket x2; Seafood Cajun Boil x1; Crispy Seafood Basket x2; Garlic Butter Prawns x2,10210.00,1225.20,85.00,11520.20,GCASH,PAID,COMPLETED,TXN-GCA-15625944
ORD-20260916-03925-4F5F8,2026-09-16 17:33:01,ONLINE,Pedro Penduko,Seafood Cajun Boil x1; Garlic Butter Prawns x1; Grilled Seafood Platter x2,7300.00,876.00,60.00,8236.00,GCASH,PAID,COMPLETED,TXN-GCA-30282944
ORD-20260916-00123-35A3C,2026-09-16 17:39:05,ONLINE,Pedro Penduko,Fresh Calamansi Juice Pitcher x3,840.00,100.80,120.00,1060.80,GCASH,PAID,COMPLETED,TXN-GCA-97903702
ORD-20260916-02538-D64C7,2026-09-16 17:42:26,ON_SITE,Juan Tamad,Sweet & Chili Crab Bucket x2,3900.00,468.00,0.00,4368.00,CASH,PAID,COMPLETED,TXN-CAS-19282462
ORD-20260916-00698-62AA2,2026-09-16 17:43:19,ONLINE,Clara Dizon,Crispy Seafood Basket x1,980.00,117.60,85.00,1182.60,GCASH,PAID,COMPLETED,TXN-GCA-92536323
ORD-20260916-00266-8F332,2026-09-16 17:51:30,ON_SITE,Sarah Geronimo,Seafood Bilao Feast x1; Fresh Calamansi Juice Pitcher x1; Grilled Seafood Platter x2; Seafood Cajun Boil x1,8730.00,1047.60,0.00,9777.60,CASH,PENDING,IN_PROCESS,N/A
ORD-20260916-03462-63433,2026-09-16 17:51:57,ON_SITE,Carlos Mendoza,Grilled Seafood Platter x1; Seafood Bilao Feast x2,6900.00,828.00,0.00,7728.00,GCASH,PAID,COMPLETED,TXN-GCA-58562897
ORD-20260916-01680-9B8AB,2026-09-16 17:57:16,ONLINE,Pedro Penduko,Crispy Seafood Basket x3,2940.00,352.80,85.00,3377.80,HYBRID (Cash + GCash),PAID,COMPLETED,TXN-HYB-76199885
ORD-20260916-00188-FCD74,2026-09-16 17:58:25,ONLINE,Juan Tamad,Sweet & Chili Crab Bucket x1; Garlic Butter Prawns x1; Seafood Cajun Boil x1,5050.00,606.00,120.00,5776.00,MAYA,PAID,COMPLETED,TXN-MAY-37174814
ORD-20260916-00091-43FCF,2026-09-16 17:59:59,ONLINE,Ana Reyes,Fresh Calamansi Juice Pitcher x1; Crispy Seafood Basket x1,1260.00,151.20,75.00,1486.20,GCASH,PAID,COMPLETED,TXN-GCA-57018431
ORD-20260916-04538-333DA,2026-09-16 18:04:24,ONLINE,Lisa Manoban,Sweet & Chili Crab Bucket x1; Classic Seafood Paella x1,3600.00,432.00,85.00,4117.00,CASH,PAID,COMPLETED,TXN-CAS-95771153
ORD-20260916-04585-C13BF,2026-09-16 18:04:36,ONLINE,Pedro Penduko,Classic Seafood Paella x2,3300.00,396.00,75.00,3771.00,CASH,PAID,COMPLETED,TXN-CAS-16520126
ORD-20260916-04374-2C547,2026-09-16 18:06:37,ONLINE,Clara Dizon,Seafood Cajun Boil x1; Crispy Seafood Basket x1; Fresh Calamansi Juice Pitcher x1,3110.00,373.20,50.00,3533.20,GCASH,PAID,COMPLETED,TXN-GCA-39697025
ORD-20260916-01792-EC8EF,2026-09-16 18:08:05,ONLINE,Ana Reyes,Crispy Seafood Basket x1,980.00,117.60,75.00,1172.60,MAYA,PAID,COMPLETED,TXN-MAY-32168245
ORD-20260916-04281-8CC6D,2026-09-16 18:15:51,ON_SITE,Pedro Penduko,Grilled Seafood Platter x1; Sweet & Chili Crab Bucket x1; Crispy Seafood Basket x1,5030.00,603.60,0.00,5633.60,CASH,PAID,COMPLETED,TXN-CAS-85870784
ORD-20260916-01580-0035B,2026-09-16 18:16:19,ONLINE,Mark Bautista,Fresh Calamansi Juice Pitcher x1; Garlic Butter Prawns x1; Sweet & Chili Crab Bucket x1,3480.00,417.60,120.00,4017.60,GCASH,PAID,IN_PROCESS,TXN-GCA-69809708
ORD-20260916-03744-142DC,2026-09-16 18:19:26,ONLINE,Lisa Manoban,Seafood Cajun Boil x1; Crispy Seafood Basket x1,2830.00,339.60,85.00,3254.60,CASH,PAID,COMPLETED,TXN-CAS-15954318
ORD-20260916-02781-B0853,2026-09-16 18:21:12,ONLINE,Ana Reyes,Crispy Seafood Basket x1,980.00,117.60,60.00,1157.60,MAYA,PAID,COMPLETED,TXN-MAY-41562407
ORD-20260916-04838-F8CC6,2026-09-16 18:40:28,ONLINE,Juan Tamad,Garlic Butter Prawns x2; Crispy Seafood Basket x1; Fresh Calamansi Juice Pitcher x2; Seafood Cajun Boil x1,5890.00,706.80,75.00,6671.80,GCASH,PAID,COMPLETED,TXN-GCA-93448344
ORD-20260916-00203-ADE8E,2026-09-16 18:42:47,ON_SITE,Juan Tamad,Fresh Calamansi Juice Pitcher x1; Garlic Butter Prawns x1,1530.00,183.60,0.00,1713.60,CASH,PAID,COMPLETED,TXN-CAS-22714025
ORD-20260916-01334-8BB3E,2026-09-16 18:46:55,ON_SITE,Lisa Manoban,Crispy Seafood Basket x1,980.00,117.60,0.00,1097.60,CASH,PAID,COMPLETED,TXN-CAS-59794132
ORD-20260916-03784-4C1D3,2026-09-16 18:49:22,ONLINE,Lisa Manoban,Seafood Cajun Boil x1; Crispy Seafood Basket x1; Seafood Bilao Feast x1,5230.00,627.60,100.00,5957.60,HYBRID (Cash + GCash),PAID,COMPLETED,TXN-HYB-80101914
ORD-20260916-03667-CCBFE,2026-09-16 19:05:43,ON_SITE,Clara Dizon,Crispy Seafood Basket x1; Fresh Calamansi Juice Pitcher x1; Seafood Cajun Boil x1,3110.00,373.20,0.00,3483.20,HYBRID (Cash + GCash),PAID,COMPLETED,TXN-HYB-27309757
ORD-20260916-02742-26131,2026-09-16 19:16:00,ONLINE,Lisa Manoban,Seafood Bilao Feast x2,4800.00,576.00,100.00,5476.00,GCASH,PAID,COMPLETED,TXN-GCA-64625559
ORD-20260916-01015-46CBC,2026-09-16 19:17:21,ONLINE,Mark Bautista,Grilled Seafood Platter x3; Garlic Butter Prawns x1; Seafood Bilao Feast x1; Classic Seafood Paella x1,11600.00,1392.00,75.00,13067.00,GCASH,PAID,COMPLETED,TXN-GCA-45805056
ORD-20260916-03481-10F91,2026-09-16 19:18:12,ONLINE,Ana Reyes,Seafood Bilao Feast x1,2400.00,288.00,60.00,2748.00,SPLIT (Cash + GCash),PAID,COMPLETED,TXN-SPL-72023278
ORD-20260916-04872-B6F21,2026-09-16 19:22:58,ON_SITE,Daniel Padilla,Fresh Calamansi Juice Pitcher x1; Classic Seafood Paella x1,1930.00,231.60,0.00,2161.60,CASH,PAID,COMPLETED,TXN-CAS-90863859
ORD-20260916-01269-4AAD2,2026-09-16 19:23:50,ON_SITE,Katrina Halili,Classic Seafood Paella x1,1650.00,198.00,0.00,1848.00,HYBRID (Cash + GCash),PAID,COMPLETED,TXN-HYB-17048228
ORD-20260916-04438-FE6D0,2026-09-16 19:31:37,ONLINE,Clara Dizon,Garlic Butter Prawns x1,1250.00,150.00,75.00,1475.00,MAYA,PAID,COMPLETED,TXN-MAY-16053245
ORD-20260916-04294-E802A,2026-09-16 19:34:22,ON_SITE,Daniel Padilla,Seafood Bilao Feast x2; Crispy Seafood Basket x2,6760.00,811.20,0.00,7571.20,GCASH,PAID,COMPLETED,TXN-GCA-93951209
ORD-20260916-03709-2C4E1,2026-09-16 19:36:10,ON_SITE,Juan Tamad,Sweet & Chili Crab Bucket x2,3900.00,468.00,0.00,4368.00,GCASH,PAID,COMPLETED,TXN-GCA-80332363
ORD-20260916-03777-F422C,2026-09-16 19:38:51,ONLINE,Clara Dizon,Fresh Calamansi Juice Pitcher x1; Sweet & Chili Crab Bucket x1,2230.00,267.60,120.00,2617.60,GCASH,PAID,COMPLETED,TXN-GCA-80305805
ORD-20260916-03639-E53CB,2026-09-16 19:40:11,ON_SITE,Clara Dizon,Seafood Cajun Boil x1; Classic Seafood Paella x1,3500.00,420.00,0.00,3920.00,CASH,PAID,IN_PROCESS,TXN-CAS-74221693
ORD-20260916-01864-5E61F,2026-09-16 19:43:16,ON_SITE,Mark Bautista,Crispy Seafood Basket x3,2940.00,352.80,0.00,3292.80,CASH,PAID,COMPLETED,TXN-CAS-20835045
ORD-20260916-03683-85422,2026-09-16 19:44:44,ON_SITE,Joshua Garcia,Grilled Seafood Platter x1,2100.00,252.00,0.00,2352.00,CASH,PAID,COMPLETED,TXN-CAS-85838650
ORD-20260916-01593-C514C,2026-09-16 19:45:57,ONLINE,Pedro Penduko,Sweet & Chili Crab Bucket x1,1950.00,234.00,120.00,2304.00,MAYA,PAID,COMPLETED,TXN-MAY-95091894
ORD-20260916-03290-F7C93,2026-09-16 19:46:39,ON_SITE,Bea Alonzo,Grilled Seafood Platter x1; Seafood Cajun Boil x2,5800.00,696.00,0.00,6496.00,MAYA,PAID,COMPLETED,TXN-MAY-53196518
ORD-20260916-03758-AE822,2026-09-16 19:56:24,ON_SITE,Bea Alonzo,Seafood Cajun Boil x1; Garlic Butter Prawns x1; Seafood Bilao Feast x1,5500.00,660.00,0.00,6160.00,CASH,PAID,IN_PROCESS,TXN-CAS-71685670
ORD-20260916-00620-C4D76,2026-09-16 20:01:41,ONLINE,Ana Reyes,Garlic Butter Prawns x1; Seafood Bilao Feast x1,3650.00,438.00,60.00,4148.00,SPLIT (Cash + GCash),PAID,COMPLETED,TXN-SPL-16763543
ORD-20260916-03994-D019D,2026-09-16 20:11:17,ONLINE,Pedro Penduko,Garlic Butter Prawns x1; Grilled Seafood Platter x3,7550.00,906.00,50.00,8506.00,GCASH,PAID,COMPLETED,TXN-GCA-16428491
ORD-20260916-02389-F569D,2026-09-16 20:14:06,ONLINE,Ana Reyes,Crispy Seafood Basket x2,1960.00,235.20,100.00,2295.20,GCASH,PAID,COMPLETED,TXN-GCA-15346944
ORD-20260916-01384-DB48E,2026-09-16 20:15:03,ONLINE,Pedro Penduko,Sweet & Chili Crab Bucket x2; Classic Seafood Paella x3,8850.00,1062.00,100.00,10012.00,CASH,PAID,COMPLETED,TXN-CAS-19736287
ORD-20260916-00670-8E930,2026-09-16 20:15:09,ONLINE,Clara Dizon,Sweet & Chili Crab Bucket x1; Crispy Seafood Basket x2,3910.00,469.20,85.00,4464.20,CASH,PAID,COMPLETED,TXN-CAS-11231615
ORD-20260916-00936-B31BC,2026-09-16 20:20:22,ONLINE,Lisa Manoban,Crispy Seafood Basket x1,980.00,117.60,120.00,1217.60,HYBRID (Cash + GCash),PAID,COMPLETED,TXN-HYB-47160336
ORD-20260916-02009-F0801,2026-09-16 20:24:42,ON_SITE,Bea Alonzo,Crispy Seafood Basket x2,1960.00,235.20,0.00,2195.20,CASH,PENDING,IN_PROCESS,N/A
ORD-20260916-01638-7C6D3,2026-09-16 20:27:26,ONLINE,Pedro Penduko,Seafood Bilao Feast x1,2400.00,288.00,85.00,2773.00,MAYA,PAID,COMPLETED,TXN-MAY-33830384
ORD-20260916-02915-ACB34,2026-09-16 20:27:45,ON_SITE,Marian Rivera,Classic Seafood Paella x1; Fresh Calamansi Juice Pitcher x1; Seafood Cajun Boil x1,3780.00,453.60,0.00,4233.60,CASH,PENDING,CANCELLED,N/A
ORD-20260916-02475-DA561,2026-09-16 20:42:53,ON_SITE,Matteo Guidicelli,Crispy Seafood Basket x2; Seafood Cajun Boil x2,5660.00,679.20,0.00,6339.20,SPLIT (Cash + GCash),PENDING,IN_PROCESS,N/A
ORD-20260916-00280-ABC80,2026-09-16 20:43:40,ONLINE,Ana Reyes,Crispy Seafood Basket x2,1960.00,235.20,85.00,2280.20,HYBRID (Cash + GCash),PAID,COMPLETED,TXN-HYB-95447868
ORD-20260916-00625-8BAAD,2026-09-16 20:43:50,ON_SITE,Clara Dizon,Seafood Bilao Feast x2; Crispy Seafood Basket x2,6760.00,811.20,0.00,7571.20,MAYA,PAID,COMPLETED,TXN-MAY-93771524
ORD-20260916-04455-40C82,2026-09-16 20:52:34,ON_SITE,Dindo Dela Cruz,Garlic Butter Prawns x1; Fresh Calamansi Juice Pitcher x1,1530.00,183.60,0.00,1713.60,CASH,PAID,COMPLETED,TXN-CAS-89993717
ORD-20260916-03943-2AEE7,2026-09-16 20:54:27,ONLINE,Pedro Penduko,Garlic Butter Prawns x1,1250.00,150.00,85.00,1485.00,HYBRID (Cash + GCash),PAID,COMPLETED,TXN-HYB-49591654
ORD-20260916-04426-3F37B,2026-09-16 20:55:58,ONLINE,Pedro Penduko,Garlic Butter Prawns x1; Seafood Cajun Boil x2; Grilled Seafood Platter x1; Seafood Bilao Feast x2,11850.00,1422.00,100.00,13372.00,HYBRID (Cash + GCash),PAID,COMPLETED,TXN-HYB-77848275
ORD-20260916-02400-01933,2026-09-16 21:01:38,ON_SITE,Katrina Halili,Seafood Bilao Feast x1; Crispy Seafood Basket x1,3380.00,405.60,0.00,3785.60,CASH,PAID,COMPLETED,TXN-CAS-99486276
ORD-20260916-03447-98DDF,2026-09-16 21:03:31,ON_SITE,Clara Dizon,Seafood Bilao Feast x1,2400.00,288.00,0.00,2688.00,CASH,PAID,COMPLETED,TXN-CAS-33047623
ORD-20260916-02764-2A5E2,2026-09-16 21:04:02,ONLINE,Clara Dizon,Seafood Bilao Feast x1,2400.00,288.00,50.00,2738.00,SPLIT (Cash + GCash),PAID,COMPLETED,TXN-SPL-90527108
ORD-20260916-04628-C96FC,2026-09-16 21:15:21,ON_SITE,Clara Dizon,Crispy Seafood Basket x1,980.00,117.60,0.00,1097.60,GCASH,PAID,COMPLETED,TXN-GCA-81937826
ORD-20260916-02586-B84F6,2026-09-16 21:18:49,ON_SITE,Juan Tamad,Garlic Butter Prawns x1,1250.00,150.00,0.00,1400.00,CASH,PAID,COMPLETED,TXN-CAS-52445306
ORD-20260916-02713-9E013,2026-09-16 21:20:28,ON_SITE,Ramon Magsaysay Jr.,Classic Seafood Paella x1,1650.00,198.00,0.00,1848.00,CASH,PENDING,CANCELLED,N/A
ORD-20260916-01556-C0CAC,2026-09-16 21:22:30,ONLINE,Lisa Manoban,Seafood Bilao Feast x1; Classic Seafood Paella x1,4050.00,486.00,60.00,4596.00,CASH,PAID,COMPLETED,TXN-CAS-98914358
ORD-20260916-04696-CA3FD,2026-09-16 21:22:50,ON_SITE,Clara Dizon,Seafood Bilao Feast x1; Classic Seafood Paella x1,4050.00,486.00,0.00,4536.00,CASH,PAID,COMPLETED,TXN-CAS-46225335
ORD-20260916-03543-E8E6E,2026-09-16 21:24:23,ON_SITE,Alden Richards,Sweet & Chili Crab Bucket x2; Classic Seafood Paella x1; Grilled Seafood Platter x1; Seafood Cajun Boil x3,13200.00,1584.00,0.00,14784.00,GCASH,PAID,COMPLETED,TXN-GCA-41077555
ORD-20260916-03990-19258,2026-09-16 21:25:38,ON_SITE,Ana Reyes,Grilled Seafood Platter x1; Classic Seafood Paella x1,3750.00,450.00,0.00,4200.00,GCASH,PAID,COMPLETED,TXN-GCA-26296739
ORD-20260916-03869-5429C,2026-09-16 21:48:08,ON_SITE,Carlos Mendoza,Crispy Seafood Basket x1,980.00,117.60,0.00,1097.60,CASH,PAID,COMPLETED,TXN-CAS-76644143
ORD-20260916-03902-01114,2026-09-16 21:52:58,ONLINE,Juan Tamad,Seafood Bilao Feast x1; Classic Seafood Paella x2; Grilled Seafood Platter x1,7800.00,936.00,120.00,8856.00,GCASH,PAID,COMPLETED,TXN-GCA-73791834
ORD-20260916-00860-C5DF0,2026-09-16 21:55:18,ONLINE,Ana Reyes,Fresh Calamansi Juice Pitcher x1,280.00,33.60,60.00,373.60,GCASH,PAID,COMPLETED,TXN-GCA-92592798
ORD-20260916-03825-76005,2026-09-16 21:56:20,ON_SITE,Clara Dizon,Seafood Cajun Boil x1,1850.00,222.00,0.00,2072.00,CASH,PAID,COMPLETED,TXN-CAS-57102985
ORD-20260916-02302-B4C76,2026-09-16 21:57:44,ONLINE,Mark Bautista,Seafood Cajun Boil x2; Garlic Butter Prawns x1; Fresh Calamansi Juice Pitcher x1; Crispy Seafood Basket x1,6210.00,745.20,50.00,7005.20,GCASH,PAID,COMPLETED,TXN-GCA-16743584
ORD-20260917-00135-6F3E4,2026-09-17 10:07:21,ONLINE,Mark Bautista,Classic Seafood Paella x1,1650.00,198.00,100.00,1948.00,HYBRID (Cash + GCash),REFUNDED,CANCELLED,N/A
ORD-20260917-02966-BE3D5,2026-09-17 10:10:31,ONLINE,Ana Reyes,Sweet & Chili Crab Bucket x2; Seafood Bilao Feast x1; Grilled Seafood Platter x1,8400.00,1008.00,100.00,9508.00,SPLIT (Cash + GCash),PAID,COMPLETED,TXN-SPL-70843521
ORD-20260917-00461-49AAB,2026-09-17 10:10:40,ON_SITE,Mark Bautista,Seafood Bilao Feast x1; Garlic Butter Prawns x1,3650.00,438.00,0.00,4088.00,CASH,PAID,COMPLETED,TXN-CAS-20926288
ORD-20260917-03227-1FDC0,2026-09-17 10:19:24,ONLINE,Pedro Penduko,Garlic Butter Prawns x2,2500.00,300.00,85.00,2885.00,MAYA,PAID,COMPLETED,TXN-MAY-83721201
ORD-20260917-04077-CEBDB,2026-09-17 10:26:37,ON_SITE,Lisa Manoban,Fresh Calamansi Juice Pitcher x1,280.00,33.60,0.00,313.60,CASH,FAILED,CANCELLED,N/A
ORD-20260917-02846-671C6,2026-09-17 10:39:33,ONLINE,Clara Dizon,Sweet & Chili Crab Bucket x1; Seafood Bilao Feast x2,6750.00,810.00,120.00,7680.00,HYBRID (Cash + GCash),PAID,COMPLETED,TXN-HYB-44253749
ORD-20260917-00030-20290,2026-09-17 10:39:34,ON_SITE,Joshua Garcia,Grilled Seafood Platter x1,2100.00,252.00,0.00,2352.00,GCASH,PAID,COMPLETED,TXN-GCA-46494588
ORD-20260917-02356-4998F,2026-09-17 10:39:38,ON_SITE,Dindo Dela Cruz,Fresh Calamansi Juice Pitcher x3,840.00,100.80,0.00,940.80,HYBRID (Cash + GCash),PAID,COMPLETED,TXN-HYB-21301689
ORD-20260917-03391-86C37,2026-09-17 10:42:18,ONLINE,Mark Bautista,Garlic Butter Prawns x1,1250.00,150.00,120.00,1520.00,HYBRID (Cash + GCash),PAID,COMPLETED,TXN-HYB-88150779
ORD-20260917-03617-ED7DA,2026-09-17 10:42:32,ONLINE,Juan Tamad,Seafood Bilao Feast x1,2400.00,288.00,85.00,2773.00,GCASH,PAID,COMPLETED,TXN-GCA-43399166
ORD-20260917-01844-A0584,2026-09-17 10:49:41,ON_SITE,Giselle Hernandez,Garlic Butter Prawns x1,1250.00,150.00,0.00,1400.00,HYBRID (Cash + GCash),PAID,COMPLETED,TXN-HYB-74092463
ORD-20260917-03274-5C7E3,2026-09-17 10:56:57,ONLINE,Lisa Manoban,Fresh Calamansi Juice Pitcher x1; Crispy Seafood Basket x1,1260.00,151.20,100.00,1511.20,GCASH,PAID,COMPLETED,TXN-GCA-99508489
ORD-20260917-03914-93D10,2026-09-17 11:03:16,ONLINE,Juan Tamad,Grilled Seafood Platter x1,2100.00,252.00,50.00,2402.00,CASH,PAID,COMPLETED,TXN-CAS-33312187
ORD-20260917-04344-F98FE,2026-09-17 11:07:15,ON_SITE,Carlos Mendoza,Grilled Seafood Platter x1; Fresh Calamansi Juice Pitcher x1; Classic Seafood Paella x1; Seafood Bilao Feast x1,6430.00,771.60,0.00,7201.60,CASH,PAID,COMPLETED,TXN-CAS-87969201
ORD-20260917-02882-FCEF9,2026-09-17 11:15:56,ONLINE,Lisa Manoban,Sweet & Chili Crab Bucket x2; Seafood Bilao Feast x1; Crispy Seafood Basket x1,7280.00,873.60,50.00,8203.60,MAYA,PENDING,IN_PROCESS,N/A
